,Part Number,Description,Supplier Name,Price,Quantity,Months No Sale,Sales Last Month,Sales Last 3 Months,Sales Last 6 Months,Sales Last 9 Months,Sales Last 12 Months,Sales - This Year,Turnover,Total Cost
5400,11327675777,spacer,bmw,12.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5
5401,11327675777,spacer,bmw,12.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5
5404,11327675779,spacer,bmw,12.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
5405,11327675779,spacer,bmw,12.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
5408,11327675781,spacer,bmw,12.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
5409,11327675781,spacer,bmw,12.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
5412,11327675783,spacer,bmw,12.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5
5413,11327675783,spacer,bmw,12.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5
5416,11327675785,spacer,bmw,12.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
5417,11327675785,spacer,bmw,12.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
5420,11327675787,spacer,bmw,12.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
5421,11327675787,spacer,bmw,12.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
5429,11331264519,blind plug,bmw,5.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08
5430,11331264519,blind plug,bmw,5.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08
5440,11331337721,shim,bmw,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18
5441,11331337721,shim,bmw,4.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18
5445,11331340636,nut,bmw,1.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25
5446,11331340636,nut,bmw,1.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25
5462,11337707547,circlip,bmw,3.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16
5463,11337707547,circlip,bmw,3.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16
5470,11337720724,valve lifter,bmw,50.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.36
5471,11337720724,valve lifter,bmw,50.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.36
5474,11337720725,valve lifter,bmw,50.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.36
5475,11337720725,valve lifter,bmw,50.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.36
