,Part Number,Price,Margin,Quantity,Sales Last Year - Jan,Sales Last Year - Feb,Sales Last Year - Mar,Sales Last Year - Apr,Sales Last Year - May,Sales Last Year - Jun,Sales Last Year - Jul,Sales Last Year - Aug,Sales Last Year - Sep,Sales Last Year - Oct,Sales Last Year - Nov,Last Year Total Sales,Sales - Jan,Sales - Feb,Sales - Mar,Sales - Apr,Sales - May,Sales - Jun,Sales - Jul,Sales - Aug,Sales - Sep,Sales - Oct,Sales - Nov,Total Sales,Sales Last Week,Sales Last 2 Weeks,Sales Last Month,Sales Last 3 Months,Sales Last 6 Months,Sales Last 9 Months,Sales Last 12 Months,Sales Last 2 Years,Sales Last 3 Years,Sales Last 4 Years,Sales Last 5 Years,Cost Per Unit,Total Cost,Margin %,Obsolete
66422,MLJS2337-32,630.99,221.49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.5,409.5,35.1,1
66423,T2200957,51.99,26.35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.64,76.92,50.68,0
66425,MGVS20121-L,124.99,43.76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.22999999999999,162.45999999999998,35.01,0
66426,MGVS2200-0012XL,269.99,94.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.49,350.98,35.0,1
66427,MTHS20112-XXL,549.99,192.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.49,357.49,35.0,1
66428,T1261459,35.99,12.81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,46.36,35.59,1
66430,MBTA22804-10,249.99,87.53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.46,324.92,35.01,1
66441,T2701246,123.99,44.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.99,79.99,35.49,0
66442,MCAS20310,39.99,14.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.990000000000002,77.97,35.01,0
66443,MCAS20312,39.99,14.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.990000000000002,103.96000000000001,35.01,0
66444,MCAS22303,44.99,15.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.230000000000004,87.69000000000001,35.03,1
66445,MCAS22311,44.99,15.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.230000000000004,87.69000000000001,35.03,0
66446,MCAS2356,44.99,15.75,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.240000000000002,87.72,35.01,1
66447,MCAS2357,44.99,15.75,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.240000000000002,87.72,35.01,1
66448,MDJS20200-38R,449.99,157.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.49,1169.96,35.0,1
66449,MFNA2040-M-L,124.99,43.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.22999999999999,243.68999999999997,35.01,1
66450,MFNA2040-XL-XXL,124.99,43.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.22999999999999,243.68999999999997,35.01,1
66451,MFNA2041-XL-XXL,89.99,31.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.489999999999995,175.46999999999997,35.0,1
66452,MFNA2046-M-L,190.99,67.49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.50000000000001,247.00000000000003,35.34,1
66453,MFNA2046-XL-XXL,190.99,67.49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.50000000000001,247.00000000000003,35.34,1
66454,MFNA2059-M-L,99.99,35.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99,259.96,35.0,1
66455,MFNA2059-XS-S,99.99,35.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99,129.98,35.0,1
66456,MFNA2060-M-L,79.99,28.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.97999999999999,103.95999999999998,35.02,1
66457,MFNA2060-XL-XXL,79.99,28.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.97999999999999,103.95999999999998,35.02,1
66458,MFNS20520-L,59.99,21.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,38.99,35.01,1
66459,MGVS20121-M,124.99,43.76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.22999999999999,162.45999999999998,35.01,0
66460,MGVS20121-XL,124.99,43.76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.22999999999999,162.45999999999998,35.01,0
66461,MGVS20121-XXL,124.99,43.76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.22999999999999,81.22999999999999,35.01,0
66462,MGVS2201-0013XL,124.99,43.76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.22999999999999,162.45999999999998,35.01,0
66463,MGVS2201-001S,124.99,43.76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.22999999999999,81.22999999999999,35.01,0
66464,MGVS2208-205S,104.99,36.74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.25,136.5,34.99,1
66465,MGVS2348-L,125.99,44.74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.25,162.5,35.51,1
66466,MGVS2348-M,125.99,44.74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.25,162.5,35.51,1
66467,MGVS2348-S,125.99,44.74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.25,81.25,35.51,1
66468,MGVS2348-XL,125.99,44.74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.25,81.25,35.51,1
66469,MGVS2350-M,104.99,36.74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.25,136.5,34.99,1
66470,MGVS2350-XL,104.99,36.74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.25,68.25,34.99,1
66471,MLES22106-XXL,655.99,230.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.75,425.75,35.1,0
66472,MLES22107-M,639.99,224.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.99,415.99,35.0,0
66473,MLES22107-S,639.99,224.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.99,415.99,35.0,0
66474,MLES22108-M,624.99,218.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.24,406.24,35.0,1
66475,MLES22108-XL,624.99,218.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.24,406.24,35.0,1
66476,MLES2337-XXL,624.99,218.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.24,406.24,35.0,1
66477,MPOS20002-S,59.99,21.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,38.99,35.01,1
66478,MPOS20002-XL,59.99,21.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,38.99,35.01,1
66479,MSWS21016-XL,104.99,36.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24,68.24,35.0,1
66480,MSWS2332-L,124.99,43.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,162.48,35.0,1
66481,MSWS2332-XXL,124.99,43.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,162.48,35.0,1
66482,MSWS2332-XXXL,124.99,43.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,81.24,35.0,1
66483,MSWS2342-L,124.99,43.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,162.48,35.0,1
66484,MSWS2342-S,124.99,43.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,81.24,35.0,1
66485,MSWS2342-XL,124.99,43.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,162.48,35.0,1
66486,MSWS2342-XXL,124.99,43.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,162.48,35.0,1
66487,MSWS2342-XXXL,124.99,43.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,81.24,35.0,1
66488,MSWS2344-L,124.99,43.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,162.48,35.0,1
66489,MSWS2344-S,124.99,43.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,81.24,35.0,1
66490,MSWS2345-M,124.99,43.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,81.24,35.0,1
66491,MSWS2345-S,124.99,43.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,81.24,35.0,1
66492,MSWS2345-XXL,124.99,43.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24,162.48,35.0,1
66493,MTHS21103-L,474.99,166.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.74,617.48,35.0,1
66494,MTLS21019-M,64.99,22.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.239999999999995,84.47999999999999,35.01,1
66495,MTLS21019-S,64.99,22.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.239999999999995,42.239999999999995,35.01,1
66496,MTLS21019-XL,64.99,22.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.239999999999995,84.47999999999999,35.01,1
66497,MTLS22103-XL,64.99,22.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.239999999999995,84.47999999999999,35.01,0
66498,MTPS21306-L,474.99,166.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.74,308.74,35.0,1
66499,MTPS21306-M,474.99,166.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.74,617.48,35.0,1
66500,MTPS21306-XL,474.99,166.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.74,617.48,35.0,1
66501,MTPS21306-XXL,474.99,166.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.74,308.74,35.0,1
66502,MTSS20001-S,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66503,MTSS20001-XL,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
66504,MTSS20001-XXL,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66505,MTSS22028-L,38.99,14.29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.700000000000003,24.700000000000003,36.65,1
66506,MTSS22028-M,38.99,14.29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.700000000000003,24.700000000000003,36.65,1
66507,MTSS22028-XL,38.99,14.29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.700000000000003,24.700000000000003,36.65,1
66508,MTSS22028-XXL,38.99,14.29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.700000000000003,24.700000000000003,36.65,1
66509,MTSS22028-XXXL,38.99,14.29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.700000000000003,24.700000000000003,36.65,1
66510,MTSS22340-M,49.99,17.51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.480000000000004,64.96000000000001,35.03,0
66511,MTSS22340-S,49.99,17.51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.480000000000004,97.44000000000001,35.03,0
66512,MTSS2310-M,44.99,15.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.240000000000002,58.480000000000004,35.01,1
66515,MTSS2310-XL,44.99,15.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.240000000000002,58.480000000000004,35.01,1
66516,MTSS2311-L,44.99,15.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.240000000000002,58.480000000000004,35.01,1
66517,MTSS2311-S,44.99,15.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.240000000000002,29.240000000000002,35.01,1
66518,MTSS2311-XXXL,44.99,15.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.240000000000002,29.240000000000002,35.01,1
66519,MTSS2312-M,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66520,MTSS2313-L,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
66521,MTSS2313-XL,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
66522,MTSS2313-XXXL,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66523,MTSS2318-L,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
66524,MTSS2318-XL,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
66525,MTSS2318-XXL,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
66526,MTSS2320-L,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66527,MTSS2320-S,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66528,MTSS2320-XL,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66529,MTSS2320-XXL,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66530,MTSS2321-S,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66531,MTSS2321-XXL,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
66532,MTSS2324-L,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
66533,MTSS2324-M,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
66534,MTSS2324-XXXL,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66535,MTSS2325-L,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66536,MTSS2325-XXL,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66537,MTSS2326-L,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
66538,MTSS2327-L,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
66539,MTSS2327-XL,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
66540,MTSS2328-L,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66541,MTSS2328-XL,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66542,MTSS2331-XL,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66543,MTSS2331-XXL,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
66544,MTUS2347,27.99,9.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.189999999999998,36.379999999999995,35.01,1
66545,MBTA22802-10,369.99,129.53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.46,240.46,35.01,0
66546,MBTA22805-12,264.99,92.78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.21,344.42,35.01,1
66547,MBTA22800-12,649.99,227.53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.46000000000004,844.9200000000001,35.01,1
66548,MGVA22005-XXXL,114.99,40.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.74,149.48,35.0,1
66551,0301-0285,305.99,156.84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.15,149.15,51.26,0
66553,2883728-VBA,359.99,108.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.99,755.97,30.0,0
66559,12-320,34.99,29.74,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2500000000000036,157.5000000000001,85.0,1
66576,168-1180,2114.99,528.78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586.2099999999998,1586.2099999999998,25.0,1
66579,566-14146,83.99,71.39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.599999999999994,12.599999999999994,85.0,1
66595,396385,279.99,98.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.99,363.98,35.0,1
66596,334964,279.99,84.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.99,195.99,30.0,1
66597,153272,27.99,9.8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.189999999999998,272.84999999999997,35.01,0
66599,514753,519.99,156.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.99,363.99,30.0,1
66600,311137,494.99,173.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.74,321.74,35.0,0
66602,73710101A,139.99,64.98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.01,150.02,46.42,0
66603,T2024400,364.99,130.43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.56,703.6800000000001,35.74,0
66605,2884182,117.99,38.94,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.05,2371.5,33.0,0
66606,K31-6539,6.99,2.47,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,158.2,35.34,0
66609,T2026565,103.99,52.06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.92999999999999,259.65,50.06,0
66610,0302-1400,489.99,260.67,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.32,1834.56,53.2,0
66611,77422459693,434.99,156.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.39,278.39,36.0,0
66615,T2020543,66.99,33.65,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.339999999999996,200.03999999999996,50.23,0
66617,286277503,59.99,21.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,38.99,35.01,0
66620,0301-0422,279.99,143.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.47,409.40999999999997,51.26,0
66621,0302-1258,552.99,283.42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.57,269.57,51.25,0
66622,77210551A,0.99,0.49,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,8.5,49.49,0
66623,MGVS2201-001XL,124.99,43.76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.22999999999999,162.45999999999998,35.01,0
66625,396364,549.99,256.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.74,293.74,46.59,0
66627,2884711-156,259.99,78.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.99,181.99,30.0,0
66628,2884708-156,279.99,84.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.99,391.98,30.0,0
66631,2884950-156,744.99,223.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.49,2085.96,30.0,0
66632,1811-3141,1044.99,439.94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.05,605.05,42.1,0
66633,T3990021,207.99,83.24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.75000000000001,249.50000000000003,40.02,0
66635,0340-0822,237.99,121.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.00000000000001,116.00000000000001,51.26,0
66636,06327657966,3.99,1.91,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,41.6,47.87,0
66637,07129904632,8.99,3.32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,22.68,36.93,0
66638,34218529919,42.99,14.26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.730000000000004,114.92000000000002,33.17,1
66641,76640191A,0.99,0.467,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5229999999999999,6.798999999999999,47.17,0
66642,79010211A,4.99,2.388,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6020000000000003,36.428000000000004,47.86,0
66643,74113381A,33.99,15.34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.650000000000002,18.650000000000002,45.13,0
66644,61241221A,21.99,10.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.969999999999999,11.969999999999999,45.57,1
66645,27-08038,49.99,17.67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.32,32.32,35.35,1
66646,7080983,3.99,1.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1900000000000004,6.570000000000001,45.11,0
66647,4166014360,999.99,354.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.96,645.96,35.4,1
66649,84010152A,11.99,3.16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83,44.15,26.36,0
66656,2885100,234.99,70.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.49,164.49,30.0,0
66657,5416228,96.99,48.49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.49999999999999,145.49999999999997,49.99,0
66658,11127654978,6.99,2.63,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,65.4,37.63,0
66659,0316-0399,187.99,100.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96000000000001,87.96000000000001,53.21,0
66661,31427686733,10.99,4.59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,12.8,41.77,0
66662,07119906225,2.99,1.89,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1000000000000003,17.600000000000005,63.21,0
66670,MGVS20116-S,94.99,33.56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.42999999999999,61.42999999999999,35.33,0
66673,71610441A,8.99,2.86,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.130000000000001,36.78,31.81,0
66675,77250331A,0.99,0.49,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3.5,49.49,0
66677,70241231A,78.99,36.87,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.12,505.43999999999994,46.68,0
66679,A9708875,188.99,66.14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.85000000000001,122.85000000000001,35.0,0
66681,0302-0812,384.99,197.32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.67000000000002,375.34000000000003,51.25,0
66686,MTES2208-L,410.99,144.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.51,266.51,35.15,0
66693,76228523098,449.99,180.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.4,269.4,40.13,0
66698,77518530685,199.99,64.67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.32,135.32,32.34,0
66702,77215A3D179,137.99,49.76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.23000000000002,88.23000000000002,36.06,1
66703,46631540011,170.99,62.19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.80000000000001,108.80000000000001,36.37,1
66704,63137108377,215.0,59.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.8,311.6,27.53,0
66705,84010672B,23.99,5.51,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.479999999999997,277.19999999999993,22.97,0
66706,T1290024,4.99,2.83,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,23.76,56.71,0
66707,T2201246,52.99,21.36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.630000000000003,63.260000000000005,40.31,0
66708,78810711A,14.99,7.05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94,47.64,47.03,0
66709,46320222A,4.99,2.68,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,9.24,53.71,0
66710,74140431A,1.99,1.43,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,14.000000000000002,71.86,0
66711,85250231A,0.99,0.85,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,7.140000000000001,85.86,0
66712,13111254083,11.99,3.97,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02,24.06,33.11,0
66714,4166018360,999.99,354.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.96,645.96,35.4,0
66715,4990010086,78.49,28.93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.559999999999995,99.11999999999999,36.86,0
66716,4990010085,78.49,28.93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.559999999999995,99.11999999999999,36.86,1
66717,4990010201,94.89,28.53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.36,66.36,30.07,1
66718,599732,66.99,37.945,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.044999999999995,58.08999999999999,56.64,0
66721,515-1078,271.99,95.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.79000000000002,353.58000000000004,35.0,0
